age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,was_previously_contacted,last_contact_category,previous_contact_category,client_status
43,entrepreneur,single,primary,no,103,yes,no,cellular,18,nov,1,183,5,failure,no,1,long_ago,many_times,failure
37,management,married,primary,no,5427,no,no,cellular,18,nov,1,159,1,failure,no,1,long_ago,contacted_once,failure
37,management,single,tertiary,no,1743,yes,no,cellular,18,nov,1,113,2,failure,no,1,long_ago,few_times,failure
48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,1,172,8,failure,no,1,long_ago,many_times,failure
35,management,married,tertiary,no,4943,yes,no,cellular,18,nov,1,124,2,failure,no,1,long_ago,few_times,failure
42,management,married,tertiary,no,2110,no,yes,cellular,18,nov,1,110,2,failure,no,1,long_ago,few_times,failure
34,management,married,tertiary,no,63,no,no,cellular,18,nov,1,102,2,failure,no,1,long_ago,few_times,failure
32,blue-collar,single,secondary,no,118,yes,no,cellular,18,nov,1,124,1,success,no,1,long_ago,contacted_once,failure
50,self-employed,single,tertiary,no,21,yes,no,cellular,18,nov,1,188,1,failure,no,1,long_ago,contacted_once,failure
30,management,married,tertiary,no,900,no,no,cellular,18,nov,1,124,2,failure,no,1,long_ago,few_times,failure
32,admin.,married,secondary,no,1785,yes,no,cellular,18,nov,2,154,6,other,no,1,long_ago,many_times,failure
55,services,married,secondary,no,3546,yes,yes,cellular,18,nov,1,110,2,failure,no,1,long_ago,few_times,failure
32,management,married,tertiary,no,1667,yes,no,cellular,18,nov,2,179,3,failure,no,1,long_ago,few_times,failure
32,services,single,secondary,no,2251,yes,yes,cellular,18,nov,1,124,1,failure,no,1,long_ago,contacted_once,failure
31,admin.,single,secondary,no,2076,no,yes,cellular,18,nov,1,127,7,other,no,1,long_ago,many_times,failure
46,blue-collar,single,primary,no,3046,yes,yes,cellular,18,nov,1,183,1,other,no,1,long_ago,contacted_once,failure
44,technician,married,secondary,no,533,yes,no,cellular,18,nov,1,110,2,failure,no,1,long_ago,few_times,failure
36,blue-collar,married,secondary,no,2894,yes,no,cellular,18,nov,1,124,1,failure,no,1,long_ago,contacted_once,failure
34,management,married,tertiary,no,11,yes,no,cellular,18,nov,1,124,1,failure,no,1,long_ago,contacted_once,failure
32,management,married,tertiary,no,3107,yes,yes,cellular,18,nov,2,116,1,failure,no,1,long_ago,contacted_once,failure
48,blue-collar,married,secondary,no,3008,yes,yes,cellular,18,nov,1,187,3,failure,no,1,long_ago,few_times,failure
48,management,single,tertiary,no,648,yes,no,cellular,18,nov,1,110,2,failure,no,1,long_ago,few_times,failure
39,services,married,secondary,no,173,yes,no,cellular,18,nov,2,182,2,failure,no,1,long_ago,few_times,failure
47,admin.,single,secondary,no,19,yes,yes,cellular,18,nov,2,123,1,failure,no,1,long_ago,contacted_once,failure
52,blue-collar,married,tertiary,no,297,yes,no,cellular,18,nov,2,195,1,failure,no,1,long_ago,contacted_once,failure
59,technician,divorced,secondary,no,797,yes,no,cellular,18,nov,2,165,2,failure,no,1,long_ago,few_times,failure
36,services,single,secondary,no,1482,yes,no,cellular,18,nov,2,174,1,other,no,1,long_ago,contacted_once,failure
38,entrepreneur,married,tertiary,no,678,no,yes,cellular,18,nov,2,152,1,failure,no,1,long_ago,contacted_once,failure
39,services,married,unknown,no,10189,yes,no,cellular,18,nov,2,123,2,failure,no,1,long_ago,few_times,failure
54,blue-collar,married,secondary,no,506,yes,no,cellular,18,nov,2,104,2,failure,no,1,long_ago,few_times,failure
51,management,married,tertiary,no,-516,yes,no,cellular,18,nov,2,187,2,failure,no,1,long_ago,few_times,failure
44,management,single,tertiary,no,1356,no,yes,cellular,18,nov,2,134,2,other,no,1,long_ago,few_times,failure
47,blue-collar,married,primary,no,1533,no,yes,cellular,18,nov,2,96,4,failure,no,1,long_ago,many_times,failure
34,blue-collar,married,primary,no,500,yes,no,cellular,18,nov,2,182,1,failure,no,1,long_ago,contacted_once,failure
54,admin.,married,secondary,no,3729,no,yes,cellular,18,nov,2,116,1,other,no,1,long_ago,contacted_once,failure
30,blue-collar,married,secondary,no,246,yes,no,cellular,18,nov,2,113,5,failure,no,1,long_ago,many_times,failure
43,management,single,tertiary,no,-56,yes,no,cellular,18,nov,2,151,14,failure,no,1,long_ago,many_times,failure
52,services,married,secondary,no,2257,yes,no,telephone,18,nov,2,188,1,failure,no,1,long_ago,contacted_once,failure
36,blue-collar,married,secondary,no,402,no,yes,cellular,18,nov,2,154,1,failure,no,1,long_ago,contacted_once,failure
39,management,married,secondary,no,517,yes,no,cellular,18,nov,3,196,2,failure,no,1,long_ago,few_times,failure
32,management,single,tertiary,no,0,yes,no,cellular,18,nov,2,168,1,other,no,1,long_ago,contacted_once,failure
46,management,married,tertiary,no,0,no,no,cellular,18,nov,2,110,3,other,yes,1,long_ago,few_times,possible_client_category
45,management,single,tertiary,no,5694,yes,no,cellular,18,nov,2,193,2,failure,no,1,long_ago,few_times,failure
54,self-employed,married,tertiary,no,368,no,no,cellular,18,nov,2,110,4,failure,no,1,long_ago,many_times,failure
41,entrepreneur,married,secondary,no,-1882,yes,no,cellular,18,nov,5,151,2,other,no,1,long_ago,few_times,failure
36,entrepreneur,single,secondary,no,296,no,no,cellular,18,nov,2,111,2,failure,no,1,long_ago,few_times,failure
38,technician,married,secondary,no,508,yes,no,cellular,18,nov,3,175,2,failure,no,1,long_ago,few_times,failure
36,technician,single,primary,no,2169,yes,no,cellular,18,nov,2,110,3,other,no,1,long_ago,few_times,failure
44,technician,married,secondary,no,2626,yes,no,cellular,18,nov,2,188,3,failure,no,1,long_ago,few_times,failure
59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,3,134,7,failure,no,1,long_ago,many_times,failure
36,management,married,tertiary,no,521,no,yes,cellular,18,nov,2,152,1,other,no,1,long_ago,contacted_once,failure
40,admin.,single,secondary,no,2854,yes,no,cellular,18,nov,2,169,1,failure,no,1,long_ago,contacted_once,failure
30,services,divorced,secondary,no,0,yes,yes,cellular,18,nov,2,111,3,failure,no,1,long_ago,few_times,failure
34,blue-collar,married,secondary,no,932,no,yes,cellular,18,nov,2,132,1,other,no,1,long_ago,contacted_once,failure
42,management,single,tertiary,no,1113,yes,yes,cellular,18,nov,2,162,12,failure,no,1,long_ago,many_times,failure
33,management,married,tertiary,no,1522,yes,no,cellular,18,nov,2,179,3,failure,no,1,long_ago,few_times,failure
44,services,married,secondary,no,-236,yes,no,cellular,18,nov,2,113,7,success,no,1,long_ago,many_times,failure
36,self-employed,single,tertiary,no,3560,no,no,cellular,18,nov,3,169,2,failure,no,1,long_ago,few_times,failure
42,blue-collar,divorced,secondary,no,898,yes,no,cellular,18,nov,2,131,1,failure,no,1,long_ago,contacted_once,failure
36,technician,divorced,secondary,no,556,yes,no,cellular,18,nov,3,189,1,failure,no,1,long_ago,contacted_once,failure
53,self-employed,married,secondary,no,1066,yes,no,cellular,18,nov,1,186,3,failure,no,1,long_ago,few_times,failure
38,technician,married,secondary,no,728,yes,no,cellular,18,nov,1,181,2,other,no,1,long_ago,few_times,failure
52,self-employed,married,tertiary,no,5350,yes,yes,cellular,18,nov,2,110,4,success,no,1,long_ago,many_times,failure
40,technician,married,secondary,no,7313,yes,no,cellular,18,nov,2,182,1,failure,no,1,long_ago,contacted_once,failure
30,technician,single,tertiary,no,0,yes,no,cellular,18,nov,2,174,1,failure,no,1,long_ago,contacted_once,failure
45,services,married,secondary,no,1550,yes,no,cellular,18,nov,2,166,6,failure,no,1,long_ago,many_times,failure
38,services,married,secondary,no,4392,no,no,cellular,18,nov,2,110,2,failure,no,1,long_ago,few_times,failure
47,admin.,divorced,primary,no,1095,yes,no,cellular,18,nov,1,110,2,other,no,1,long_ago,few_times,failure
33,blue-collar,married,secondary,no,328,yes,no,cellular,18,nov,2,182,1,failure,no,1,long_ago,contacted_once,failure
41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,3,126,4,other,no,1,long_ago,many_times,failure
51,management,married,tertiary,no,1612,yes,no,cellular,18,nov,2,131,1,failure,no,1,long_ago,contacted_once,failure
33,technician,married,tertiary,no,17455,yes,yes,cellular,18,nov,3,179,4,failure,no,1,long_ago,many_times,failure
32,blue-collar,married,secondary,no,491,yes,no,cellular,18,nov,3,194,2,failure,no,1,long_ago,few_times,failure
47,technician,married,secondary,no,826,yes,no,telephone,18,nov,3,112,8,other,no,1,long_ago,many_times,failure
32,services,married,secondary,no,3839,yes,no,cellular,18,nov,2,189,1,failure,no,1,long_ago,contacted_once,failure
51,management,divorced,tertiary,no,1937,yes,no,cellular,18,nov,4,152,11,other,no,1,long_ago,many_times,failure
40,management,single,secondary,no,9916,no,no,cellular,18,nov,3,8,1,failure,no,1,moderate,contacted_once,failure
56,retired,married,secondary,no,728,no,no,cellular,18,nov,2,110,15,failure,no,1,long_ago,many_times,failure
32,management,married,secondary,no,6217,yes,yes,cellular,18,nov,2,181,2,failure,no,1,long_ago,few_times,failure
41,admin.,married,secondary,no,1327,yes,yes,cellular,18,nov,2,176,2,failure,no,1,long_ago,few_times,failure
36,technician,married,secondary,no,-179,yes,no,cellular,18,nov,2,124,1,failure,no,1,long_ago,contacted_once,failure
46,blue-collar,married,secondary,no,942,no,no,cellular,18,nov,3,119,2,failure,no,1,long_ago,few_times,failure
34,blue-collar,married,secondary,no,3990,yes,no,cellular,18,nov,2,117,7,failure,no,1,long_ago,many_times,failure
34,technician,single,tertiary,no,2047,yes,no,cellular,18,nov,2,113,5,failure,no,1,long_ago,many_times,failure
44,blue-collar,divorced,secondary,no,-184,yes,no,cellular,18,nov,2,154,3,other,no,1,long_ago,few_times,failure
30,management,married,tertiary,no,1185,yes,no,cellular,18,nov,2,120,4,failure,no,1,long_ago,many_times,failure
30,admin.,single,secondary,no,2802,no,yes,telephone,18,nov,2,137,2,failure,no,1,long_ago,few_times,failure
43,services,married,secondary,no,508,yes,no,cellular,18,nov,1,172,1,failure,no,1,long_ago,contacted_once,failure
51,management,single,tertiary,no,6030,yes,no,cellular,18,nov,2,110,3,failure,no,1,long_ago,few_times,failure
45,technician,divorced,secondary,no,-14,no,no,cellular,18,nov,2,127,3,failure,no,1,long_ago,few_times,failure
46,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,3,112,2,failure,no,1,long_ago,few_times,failure
30,blue-collar,married,secondary,no,1131,yes,yes,cellular,18,nov,1,144,5,failure,no,1,long_ago,many_times,failure
40,admin.,divorced,secondary,no,399,yes,yes,cellular,18,nov,3,96,2,failure,no,1,long_ago,few_times,failure
46,services,divorced,secondary,no,864,yes,no,cellular,18,nov,5,188,2,failure,no,1,long_ago,few_times,failure
49,self-employed,married,tertiary,no,202,yes,no,cellular,18,nov,1,166,3,other,no,1,long_ago,few_times,failure
31,management,single,tertiary,no,3142,yes,no,cellular,18,nov,1,123,1,failure,no,1,long_ago,contacted_once,failure
53,retired,married,secondary,no,1139,yes,no,cellular,18,nov,1,186,6,failure,no,1,long_ago,many_times,failure
48,blue-collar,married,primary,no,214,yes,yes,cellular,18,nov,1,162,1,failure,no,1,long_ago,contacted_once,failure
34,blue-collar,married,secondary,no,1412,yes,yes,cellular,18,nov,1,175,2,failure,no,1,long_ago,few_times,failure
35,technician,married,secondary,no,2019,yes,yes,cellular,18,nov,2,144,1,failure,no,1,long_ago,contacted_once,failure
52,management,married,tertiary,no,1295,yes,no,cellular,18,nov,1,123,1,other,no,1,long_ago,contacted_once,failure
31,management,married,tertiary,no,1164,yes,yes,cellular,18,nov,2,123,3,failure,no,1,long_ago,few_times,failure
36,management,married,tertiary,no,369,no,no,cellular,18,nov,4,102,2,failure,no,1,long_ago,few_times,failure
45,blue-collar,married,secondary,no,17,yes,no,cellular,18,nov,1,152,14,failure,no,1,long_ago,many_times,failure
31,admin.,married,secondary,no,355,yes,no,cellular,18,nov,1,193,1,failure,no,1,long_ago,contacted_once,failure
35,services,married,secondary,no,66,yes,no,cellular,18,nov,1,123,1,other,no,1,long_ago,contacted_once,failure
51,self-employed,married,primary,no,106,yes,no,telephone,18,nov,3,110,2,failure,no,1,long_ago,few_times,failure
56,retired,married,tertiary,no,839,no,yes,cellular,18,nov,1,187,2,other,no,1,long_ago,few_times,failure
43,management,married,secondary,no,481,yes,no,telephone,18,nov,1,110,2,other,no,1,long_ago,few_times,failure
30,technician,married,secondary,no,-306,yes,yes,cellular,18,nov,1,186,1,failure,no,1,long_ago,contacted_once,failure
44,services,married,secondary,no,1106,yes,no,telephone,19,nov,5,119,11,failure,no,1,long_ago,many_times,failure
41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,1,191,4,failure,no,1,long_ago,many_times,failure
58,self-employed,married,tertiary,no,8014,yes,no,cellular,19,nov,2,184,3,failure,no,1,long_ago,few_times,failure
55,blue-collar,divorced,secondary,no,4053,no,no,cellular,19,nov,1,166,2,failure,no,1,long_ago,few_times,failure
32,admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,1,182,1,failure,no,1,long_ago,contacted_once,failure
42,services,married,tertiary,no,412,yes,no,telephone,19,nov,4,169,5,failure,no,1,long_ago,many_times,failure
30,management,married,tertiary,no,314,no,no,cellular,19,nov,2,175,2,success,no,1,long_ago,few_times,failure
37,technician,married,secondary,no,7957,no,no,cellular,19,nov,1,111,2,failure,no,1,long_ago,few_times,failure
39,management,single,secondary,no,4278,yes,no,cellular,19,nov,1,111,2,other,no,1,long_ago,few_times,failure
32,services,divorced,secondary,no,1156,yes,no,cellular,19,nov,1,182,1,failure,no,1,long_ago,contacted_once,failure
39,management,single,tertiary,no,1682,yes,no,cellular,19,nov,1,170,1,failure,no,1,long_ago,contacted_once,failure
31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,1,180,2,failure,no,1,long_ago,few_times,failure
32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,2,182,2,failure,no,1,long_ago,few_times,failure
45,management,married,secondary,no,38,yes,no,cellular,19,nov,1,188,2,failure,no,1,long_ago,few_times,failure
33,management,single,tertiary,no,541,yes,yes,cellular,19,nov,1,182,1,failure,no,1,long_ago,contacted_once,failure
30,management,single,tertiary,no,54,yes,yes,cellular,19,nov,1,177,3,failure,no,1,long_ago,few_times,failure
31,management,married,tertiary,no,4924,yes,no,cellular,19,nov,1,182,2,failure,no,1,long_ago,few_times,failure
54,management,married,tertiary,no,6525,yes,no,cellular,19,nov,1,170,3,failure,no,1,long_ago,few_times,failure
33,management,married,tertiary,no,3696,no,no,cellular,19,nov,1,182,3,failure,no,1,long_ago,few_times,failure
31,self-employed,single,unknown,no,7118,yes,no,cellular,19,nov,1,168,2,other,no,1,long_ago,few_times,failure
48,unemployed,married,secondary,no,1811,yes,no,telephone,19,nov,4,111,3,failure,no,1,long_ago,few_times,failure
33,management,married,tertiary,no,0,yes,no,cellular,19,nov,1,170,1,failure,no,1,long_ago,contacted_once,failure
31,blue-collar,single,secondary,no,-366,yes,no,cellular,19,nov,1,180,1,other,no,1,long_ago,contacted_once,failure
32,blue-collar,married,secondary,no,2089,yes,no,cellular,19,nov,1,5,1,success,no,1,recent,contacted_once,failure
40,management,married,tertiary,no,12409,yes,no,cellular,19,nov,1,99,2,failure,no,1,long_ago,few_times,failure
52,retired,married,secondary,no,424,no,no,cellular,19,nov,1,154,3,failure,no,1,long_ago,few_times,failure
31,technician,single,secondary,no,1186,yes,no,cellular,19,nov,1,180,1,failure,no,1,long_ago,contacted_once,failure
35,management,married,tertiary,no,2801,yes,no,cellular,19,nov,2,111,2,failure,no,1,long_ago,few_times,failure
32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,1,99,2,success,no,1,long_ago,few_times,failure
30,admin.,single,secondary,no,382,yes,no,cellular,19,nov,1,191,1,failure,no,1,long_ago,contacted_once,failure
31,blue-collar,married,primary,no,4728,yes,no,cellular,19,nov,1,183,3,other,no,1,long_ago,few_times,failure
32,entrepreneur,married,tertiary,no,964,yes,no,cellular,19,nov,1,120,2,failure,no,1,long_ago,few_times,failure
36,self-employed,married,secondary,no,189,yes,no,cellular,19,nov,1,120,1,failure,no,1,long_ago,contacted_once,failure
40,services,married,secondary,no,961,no,yes,cellular,19,nov,1,133,4,other,no,1,long_ago,many_times,failure
52,self-employed,married,secondary,no,-201,no,yes,cellular,19,nov,1,133,2,failure,no,1,long_ago,few_times,failure
45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,1,168,1,success,yes,1,long_ago,contacted_once,possible_client_category
37,services,single,secondary,no,50,no,no,cellular,19,nov,1,154,8,other,no,1,long_ago,many_times,failure
36,admin.,single,tertiary,no,649,no,no,cellular,19,nov,1,111,1,other,no,1,long_ago,contacted_once,failure
43,management,married,tertiary,no,13044,no,no,cellular,19,nov,1,93,4,failure,no,1,long_ago,many_times,failure
35,management,divorced,tertiary,no,771,yes,yes,cellular,19,nov,1,93,5,failure,no,1,long_ago,many_times,failure
30,management,married,tertiary,no,86,yes,yes,cellular,19,nov,1,97,2,other,no,1,long_ago,few_times,failure
39,technician,married,secondary,no,3494,yes,no,cellular,19,nov,1,92,4,failure,no,1,long_ago,many_times,failure
37,self-employed,married,tertiary,no,804,yes,no,cellular,19,nov,1,170,1,other,no,1,long_ago,contacted_once,failure
49,management,married,tertiary,no,6613,no,no,cellular,19,nov,1,155,3,failure,no,1,long_ago,few_times,failure
30,blue-collar,divorced,secondary,no,4591,yes,no,cellular,19,nov,1,175,1,other,no,1,long_ago,contacted_once,failure
34,blue-collar,married,secondary,no,360,yes,no,telephone,19,nov,1,182,2,failure,no,1,long_ago,few_times,failure
33,technician,married,secondary,no,1234,no,no,cellular,19,nov,1,10,1,failure,no,1,moderate,contacted_once,failure
